ID,L3,Finding Category,Priority,Description, Recommendation,Type of correction action,Categories of corrective action strength
26468,PT. Mitra Purnama Engineering,Work at Heights,Medium,Incomplete workinf platform that might lead to the potential hazard of fall,All scaffolding shall fully have working platform without any gap or missing section. ,2,1
26468,PT. Mitra Purnama Engineering,Work at Heights,High,Missing lifeline system to support safe work at heitght activity during lube bay roof work,Stop work been immediately taken with agreed action to install anchor post for lifeline. ,1,1
26468,PT. Mitra Purnama Engineering,Work at Heights,Low,"Missing railing as regardless of height, it still have pontential risk of fall",Install railing for protection ,1,1
26468,PT. Mitra Purnama Engineering,Fire / explosion,High,LGP being stored for the anticipating future work ,"Refer to MHT Communication pack, only use acetylene oxy for cutting torch operation ",1,1
26468,PT. Mitra Purnama Engineering,"Rules, regulations not followed",Low,"On the plan to demolish exisitng temporary B3, preparation on readiness of Drum Plastik shall be in place",Use of drum plastic as recommended and discuss during meeting with proper signage and label ,1,1
26481,CIRA International,Competence,High,"Security officer unable to brief visitor with proper information, inadequate understanding and observed to be unaware current project site security needs",Refresher training to be conducted intensively within a week at least and training evidence to be provided post exercise.,3,3
26482,PT AMFUTURE SATRIASYACH PRATAMA,"Barricading (inadequate, inappropriate)",High,"Inadequate barricading with improper arrangement in front of c-store or select, poor housekeeping with material stored reducing aesthetic and customer experience. ","MHT recommend to re-arrange immediately  with clean and good housekeeping, material to be stored in safe place.",1,1
26482,PT AMFUTURE SATRIASYACH PRATAMA,Dust,High,Observed no barrier / fencing / partition constructed during work activities where potential dust release into new select area.,MHT recommend to always keep the work area isolated from public area with no potential of hazard released.,2,1
26482,PT AMFUTURE SATRIASYACH PRATAMA,Procedures not followed / inadequate,Medium,Emergency Respond - emergency site layout was not displayed at HSSE notice board as part of clear communication,MHT requires immediate action taken to display emergency site layout for clear communication during TBT,3,3
26482,PT AMFUTURE SATRIASYACH PRATAMA,Electrical,High,"Temporary DB was not used for construction activities instead of using shop eletrical plug (direct connection) which potential to allow electrocution with high voltage, whereas MHT standardised to use 0.03A for resistance ",Please change immediately on the MCCB or ELCB with resistance of 0.03A instead of 16A.,1,1
26482,PT AMFUTURE SATRIASYACH PRATAMA,PPE incomplete / inadequate,High,"Ear muff and ear plug was not being used during floor hacking works, while only 2 our of 5 workers at area applying wearing ear muff.","Immediate action was done during the visit where work stopped temporarily, and ear plug was applied.",1,1
26483,PT Anugerah Petro Indonesia,Confined / restricted space,High,"Blower with low capacity being used, insufficient suction and blowing capacity which potentially impacting tank sump condition contributed to accumation of LEL and CO during activities.",MHT propose to use right capacity of blower and clearly studied in term of blowing in or suction out in minimizing risk in tank sump atmosphere.,1,1
26483,PT Anugerah Petro Indonesia,"Exposure (chemical, noise, etc)",High,Anti rust spray being used which was not approved in CRR,"MHT recommend to revisit the needs of these substances while working within tank sump area, is there any potential of building up CO or any reaction to LEL during dismantling tank sump equipment.",3,3
26483,PT Anugerah Petro Indonesia,"Inspection, signage, tag",High,"No signages of ""working in progress"" for tank sump activities where outsider or visitor may enter the working area wihout knowing the potential hazards","MHT recommend enhancing the use of work in progress signages (tank sump equipment dismantling"" or equivalent to that.",2,1
26483,PT Anugerah Petro Indonesia,"Inspection, signage, tag",High,Equipment or material inspection observed to be lacking where few non-anti spark tools found to be used near tank sump area.  No certificate for the tools as well proving the anti spark characteristic,"MHT require API team to ensure all document related to equipment, tools, and materials prepared and provided during activities to ensure assurance at all levels, documentation, work execution.",1,3
26483,PT Anugerah Petro Indonesia,Procedures not followed / inadequate,High,"Observed from far, workers working inside tank sump doesnt apply respirator accordingly",MHT recommends refresher training to be conducted for all related workers working for this activity as part of reminder and increasing awareness.,3,3
26553,CIRA International,Electrical,Medium,"Temporary panel DB installed at site not following MHT Standard. Missing ELCB, warning sign and PIC information",Install ELCB as per standard. Posted warning sign and PIC information. Ensure proper grounding also to be in place if required. Update standard practice on the installation of Temporary DB for future project by including procure of ELCB and mandate use of it during installation. ,2,1
26555,PT Anugerah Petro Indonesia,Communication,Low,No proper label on the can use for acetone,Add necessary label as per local regulation. ,1,1
26559,PT Usaha Jayamas Bhakti,Protruding objects,Medium,Protruding wiremesh on demolished area,Such potential harm to surrounding workers has to be eliminated or protected,1,1
26559,PT Usaha Jayamas Bhakti,Communication,Medium,Family Contact does not include in temporary safety passport,Simply add family contact number written on sticky paper on the back of temporary safety passport for all workers,2,4
26589,PT. Mitra Purnama Engineering,Slips and trips,Medium,There is no water drainage hole in the forcourt area to protect workers from spraining their feet,make a temporary cover if there is no cover grating,1,1
26589,PT. Mitra Purnama Engineering,Housekeeping,High,The remaining material from dismantling project formwork is piled up and messy,Don't let trash pile up. choose materials that are still suitable for use and those that are not suitable for throwing away,1,1
26589,PT. Mitra Purnama Engineering,Work at Heights,High,The scaffolding used is not suitable and must be dismantled or reassembled with appropriate equipment,Scaffolding technicians must ensure that all scaffolding is safe to use and workers must have knowledge regarding making proper scaffolds,3,1
26589,PT. Mitra Purnama Engineering,"Barricading (inadequate, inappropriate)",High,OWS dug holes do not have safety barricades,All excavations must be properly repaired. Make sure that open excavations are protected by barricades if they are not already closed to reduce the risk of workers falling,1,1
26636,PT Usaha Jayamas Bhakti,Slips and trips,Medium,Poor cable management,"Both PH and HSSE Officer must actively conduct inspection on site, especially after there were changes",3,3
26636,PT Usaha Jayamas Bhakti,Protruding objects,Medium,Series of protruding object,Cemara team need to ensure readiness of caps for rebars. No open rebar or any sharp objects on site!,2,1
26637,PT Heksagon Tiwikrama,Poor visibility,Low,Poor Lighting on shop corner for ceiling works,additional lighting should be available on site for proper lighting during the work progress,1,1
26637,PT Heksagon Tiwikrama,Communication,Low,missed to bring internal FA kits on site,FA kits should be standby on site & on mess in case emergency and there is no FA kits standby on site/ mess,2,1
26683,PT Anugerah Petro Indonesia,PPE incomplete / inadequate,High,The worker doesn't have earplug to protect from the noise hazard during hacking activities by PCC.,API to provide an earplug for all site team during the job for hearing protection.,1,1
26731,PT Usaha Jayamas Bhakti,Slips and trips,High,Difficult access to ascend the scaffolding,Re-assess area to ensure workers can have access to scaffolding without any obstacle,4,1
26731,PT Usaha Jayamas Bhakti,Slips and trips,High,Difficult access to get to column area,Re-assess to ensure at least workers (and visitors) can at least have one safe access to everywhere on red zone,4,1
26731,PT Usaha Jayamas Bhakti,"Inspection, signage, tag",High,Eye wash not functioned at all,"HSSE Officer need to conduct a proper and thorough inspection not only for eye wash, but to all equipment as well",3,3
26731,PT Usaha Jayamas Bhakti,"Permit (inadequate, not present)",Medium,Rescue Plan not clearly describes,"Once again, Rescue Plan should explain rescue step by step clearly. Pictures are good, but description word per word is also necessary",2,3
26738,CIRA International,"Rules, regulations not followed",High,There is no standby light vehicle in case of emergency was happened at site. ,CIRA team to provide standby light vehicle in daily basis during the project. ,1,1
26775,PT. Mitra Purnama Engineering,"Barricading (inadequate, inappropriate)",Medium,The Green Zone and Red Zone areas are not yet clear;,MPE Team must manage barricading to ensure redzone and green zone is clear and visible with worker,1,1
26775,PT. Mitra Purnama Engineering,Competence,Medium,There are no traffic officers when moving heavy equipment to load materials in front of the location;,MPE must put the flagman or traffic officer during loading material near traffic road ,1,1
26775,PT. Mitra Purnama Engineering,Mechanical impact,High,Grinding machine without cover and side handle,HSSE Officer must conduct inspection regularly to ensure all mechanical machine has a safety equipment such as cover and side handle,3,1
26775,PT. Mitra Purnama Engineering,Work at Heights,High,MPE Vendor use single ladder,Replace with proper scaffolding and inspected and has green tag from inspector ,1,1
26775,PT. Mitra Purnama Engineering,Work at Heights,High,"Improper aluminum scaffolding: no marking, using u-head for base plate, scaffolding position is close to sharp objects without protection",Scaffolding Inspector must routine and managing scaffolding to ensure all scaffolding properly,3,1
26782,PT Usaha Jayamas Bhakti,Housekeeping,Medium,Misposition of eye wash due to site changes which resulted to hazard,Increase initiative to monitoring and inspection toward the sites especially after changes,3,3
26782,PT Usaha Jayamas Bhakti,Communication,High,No signage installed at all during working ay height,Install relevant and proper signage to prevent incident,1,1
26782,PT Usaha Jayamas Bhakti,Communication,High,No MSDS applied for cement,"Obvious, MSDS must be applied and visible for all materials storage",2,1
26782,PT Usaha Jayamas Bhakti,Communication,High,No MSDS for liquid substance (adhesive). Not even in CRR,"Obvious, MSDS must be applied and visible for all materials storage",2,1
26808,CIRA International,Protruding objects,Low,Use of wire to attach handrail to the ladder that can bring potential hazard of sharp object,To put cover or replace with the use of others safer material ,1,1
26808,CIRA International,"Excavation, ingress, egress",Medium,Handrail of ladder not extend up to desire ground level to support safe ascending descending,To add additional handrail up to desired level as per standard ,1,1
26809,PT Heksagon Tiwikrama,PPE incomplete / inadequate,Low,Found safety class with unclear vision,PPE condition should be monitored and do replacement if there is un propercondition on site,3,1
26832,CIRA International,Security,Medium,safety passport,safety passport while Security does not yet exist,2,3
26832,CIRA International,Housekeeping,Medium,rubbish bin,rubbismore trash cans have been addedh bin ,1,1
26837,CIRA International,Communication,Low,ERP maintenance still has Ahwan's name,Ahwan's name was immediately replaced with Fx Panc names,2,3
26850,PT Usaha Jayamas Bhakti,Work at Heights,High,No ladder installed on second tier while worker already ascended there,Scaffolder Inspector need to ensure all scaffolding installed as per standard and conduct frequent inspection,3,3
26871,CIRA International,"Obstruction (materials, machinery)",Medium,Emergency exits are blocked by materials and unsafe access ,CIRA Must make an immediate improvement plan. Suggestions for improvement are to immediately move materials and make safe access to the emergency exit.,2,1
26871,CIRA International,"Barricading (inadequate, inappropriate)",Medium,The submersible pump area is not protected with barricades.,Put the barricade around submersible pump,1,1
26873,PT Diverse Product Engineering,"Permit (inadequate, not present)",Medium,WCFs and JHAs that are unclear and inappropriate to the activity. and PH not conduct TBT before starting activity.,"Before starting activity, PH must ensure JHA is related with the activity and WCF is clearly detailed to explain the activity",2,1
26897,CIRA International,Procedures not followed / inadequate,High,It was observed 3 (three) workers are working closed to the heavy equipment movement at discharge point area. The position of workers is in the line of fire and has potential to be hit by the bucket/body from excavator.,"Conduct re-assessment on the sequence of job based on SWMS, provide standing Site Supervisor and assign a Flagman during heavy equipment movement.",4,1
26907,PT Usaha Jayamas Bhakti,Slips and trips,High,Poor cable management,Ready a proper cable stand,1,1
26907,PT Usaha Jayamas Bhakti,"Permit (inadequate, not present)",High,Rescue Plan did not clearly describe how to conduct rescue in case of emergency,Discuss with HSSE Manager and PH to develop a proper Rescue Plan,2,3
26907,PT Usaha Jayamas Bhakti,Work at Heights,High,No protection for back area scaffolding (and there was gap for fall hazard),Re-assess all scaffolding installed on site,2,1
26907,PT Usaha Jayamas Bhakti,Work at Heights,High,No top rail installed,Re-assess all scaffolding installed on site,2,1
26920,CIRA International,Slips and trips,Low,Hole Cover Without Signage,"Install clear, signage on all hole covers. Regularly inspect these areas to ensure signage remains visible and intact.",1,1
26920,CIRA International,Competence,Medium,Inadequacy of Personnel Explaining Emergency Response Plan (ERP) for Confined Space Rescue,"Conduct thorough training for personnel on the ERP, focusing on confined space rescue. Include regular drills and assessments.",3,3
26920,CIRA International,Security,Medium,"Security Not Fully Able to Explain Emergency Protocols, Specifically Related to the Assembly Point","Implement comprehensive training for security staff on all emergency protocols, including assembly points. Regularly update and test their knowledge. This is repetitive of finding that required attention on it ",3,3
26920,CIRA International,Electrical,Low,Scaffolding Parked to Relocate Away from Electrical Overhead Cable,Move away scaffolding. Establish a safety zone around electrical overhead cables and enforce guidelines for scaffolding placement. Conduct regular safety inspections.,1,1
26920,CIRA International,Work at Heights,Low,Work at Height Control - Open Side (tank sump cover) to be Covered with Necessary Barricade,Install hard barricades around all open sides. Conduct regular inspections to ensure barricades are in place and in good condition.,1,1
26967,,"Rules, regulations not followed",Low,The site layout and emergency numbers at the security post have not yet been installed,immediately post the location layout and emergency numbers at the security post,2,3
26967,,"Barricading (inadequate, inappropriate)",Low,lack of barricades in the excavation area,immediately add barricades in the excavation area,1,1
26967,,Security,Low,Evacuation route signs are still lacking in the site area,immediately add evacuation route signs on the site,1,1
26967,,"Fitness to work (fatigue, drugs & alcohol, etc)",Low,There are still contents of the first aid kit that are missing items,Immediately complete the contents of the first aid kit,1,1
26967,,"Barricading (inadequate, inappropriate)",Low,lack of barricades in the excavation area,immediately add barricades in the excavation area,1,1
26968,,Housekeeping,Low,trash was still found scattered around,immediately clean up the scattered rubbish,1,1
26968,,Housekeeping,Low,rubbish or hazardous waste has not been separated,immediately separate the waste or B3 waste that has not been separated,1,1
26968,,Housekeeping,Low,The worker's PPE storage area needs to be tidied up again,Immediately tidy up the worker's PPE storage area,1,
26968,,Communication,Low,"There are still workers who don't understand JHA, WCF, LSR and others","Immediately provide training again to workers who do not understand JHA, WCF, LSR and others",3,1
26968,,Security,Low,there are several evacuation route signs that are covered with material,"immediately reinstall the evacuation route in a place that is clear and easily visible, and not blocked by material",1,1
26968,,"Rules, regulations not followed",Low,There are still workers who do not understand the danger zone area,refresh all workers regarding dangerous zone areas,3,3
26969,,PPE incomplete / inadequate,Low,There is still an absorber in the full body harness with a height of less than 6 meters,Immediately remove the absorber on the full body harness,1,1
27070,CIRA International,Slips and trips,Medium,elbow pipe mounted on ceramic surface,Cut elbow pipe to ensure no one get trip inside green zone area,1,1
27070,CIRA International,Slips and trips,Medium,electrical wires appear on the surface of the ceramic tile,cut electrical cable to ensure no one get trip inside green zone area,1,1
27201,PT AMFUTURE SATRIASYACH PRATAMA,Security,Medium,There is no post security in the project site,Ensure to provide standby security in the next project,2,4
27235,CIRA International,Communication,Low,Coordination with the neighborhood for concrete grating activity,Coordination with the neighborhood for concrete grating activity,2,3
27237,CIRA International,PPE incomplete / inadequate,Low,- Ear plug must be wear while jack hammer use to breaking concrete,- Ear plug must be wear while jack hammer use to breaking concrete,1,1
27237,CIRA International,Housekeeping,Low,- Need to improve house keeping work area,- Need to improve house keeping work area,2,1
27238,CIRA International,PPE incomplete / inadequate,Low,- Do refreshment to worker for PPE requirement especially in HRA regarding noise ( wear an ear plug ),- Do refreshment to worker for PPE requirement especially in HRA regarding noise ( wear an ear plug ),3,3
27238,CIRA International,Work at Heights,Low,"Please put more concern about the using of scaffolding ,if it is not in use mode please do to put red tagging","Please put more concern about the using of scaffolding ,if it is not in use mode please do to put red tagging",2,3
27303,PT Heksagon Tiwikrama,"Rules, regulations not followed",High,"The stretcher are not available at site,",HTK team to provide the stretcher as one of emergency equipment during the project.,1,1
27522,PT Heksagon Tiwikrama,Work at Heights,Medium,Scaffolding outriggers in the folded position have the potential to collapse considering strong wind conditions,Reinstallation of scaffolding outriggers on 4 sides in anticipation of the scaffolding collaps,1,1
